source_id,company,issue_family,article_title,url,date_accessed,visible_last_updated_date,article_type,summary,user_action_required,policy_conditions,refund_or_credit_language,escalation_path,account_specific_dependency,evidence_type,source_dependency_notes,freshness_notes
UB-009,Uber,support_escalation,"How to contact support",https://help.uber.com/en/riders/article/how-to-contact-support?nodeId=4c69afef-5739-4842-9e98-ed0087b873db,2026-06-05,not visible,help_article,"Explains how riders contact Uber support. For trip-specific issues: open Your Trips, select the trip, open Help, choose the issue category, and submit feedback to 24/7 Customer Support. Replies come within ~24 hours by email and in-app push notification. Past support correspondence is visible in the app's Support messages section. The help.uber.com Help section also exposes topic articles that allow contacting support directly.","Open Your Trips, select the trip, tap Help, choose the relevant category, and submit feedback. For non-trip issues, navigate Help articles and use the in-article contact option.","Does not state policy; describes the support contact flow and expected response time.","No refund or fee policy stated on this page.","Trip-specific Help flow, 24/7 support team, email + push notification reply, in-app Support messages history.","Yes. Trip-specific support requires selecting the relevant trip.",support_routing,"Pair with UB-010 (Support Resources for Uber Riders) which states Uber does not offer a rider customer-service phone number.","No visible last-updated date observed."
UB-010,Uber,support_escalation,"Support Resources for Uber Riders",https://help.uber.com/en/riders,2026-06-05,not visible,help_hub,"Top-level Uber rider support page. States that Uber does not offer a customer-service phone number for riders and that personalized support requires login. Surfaces topic articles for rider issues.","Log in for personalized support or browse the rider support resources.","States explicitly that Uber does not offer a customer service number for riders.","No refund policy stated.","Login-required personalized support, plus topic articles.","Yes for personalized support.",support_routing,"Important boundary statement for AI agents: no general rider phone number. Pair with UB-009 for the trip-specific Help flow.","No visible last-updated date observed."
LY-003,Lyft,lost_item,"In-app ride history tool",https://help.lyft.com/hc/en-us/all/articles/115012927927-In-app-ride-history-tool,2026-06-06,not visible,help_article,"Describes the in-app ride history tool and includes a brief Lost & found section. The Lost & found section instructs riders to tap 'Find Lost Item' and follow prompts to message the driver directly via masked text, with a 'Contact Support' link for lost-phone scenarios. The article points to the dedicated Lost & found for riders article (LY-004) for fuller guidance.","Open ride history, tap 'Find Lost Item' for the relevant ride, follow prompts to message the driver. For lost phones, tap 'Contact Support'.","Does not state lost-item policy in depth; routes to LY-004 for the substantive guidance.","No refund or reimbursement language for lost items.","In-app 'Find Lost Item' flow, masked-text contact with driver, 'Contact Support' link for lost phones.","Yes. Requires identifying the specific ride.",procedural_step,"Acts as an entry point. The substantive lost-item content lives in LY-004 which did not surface on the Lyft Help first page for the natural query.","No visible last-updated date observed."
LY-004,Lyft,lost_item,"Lost & found for riders",https://help.lyft.com/hc/en-us/all/articles/115012922987-Lost-found-for-passengers,2026-06-06,not visible,help_article,"Rider-facing Lost & found guidance. Best path is to contact the driver directly via the in-app 'Find Lost Item' flow which uses a masked phone number. Includes a lost-phone form for cases where the rider cannot reach the driver. References a 24-hour contact window after the ride. Mentions a return fee (commonly cited as $20) to compensate drivers for time/gas. Does not guarantee recovery and does not reimburse for lost items.","Use 'Find Lost Item' in ride history to message or call the driver via masked phone. If you lost your phone, use the lost-phone form.","Recovery is not guaranteed. No reimbursement for lost items. Drivers may receive a return fee for returning items.","No refund/reimbursement for lost items. Return fee compensates drivers, not riders.","Masked-text driver contact, lost-phone form, Lyft Help follow-up if driver unreachable.","Yes. Recovery depends on driver response and ride identification.",explicit_policy,"Substantive lost-item source. Pair with LY-003 as the in-app entry point. Did not surface on first page of Lyft Help search for 'I left something in my Lyft.'","No visible last-updated date observed."
LY-005,Lyft,unexpected_or_disputed_charge,"How to estimate the cost of a Lyft ride",https://help.lyft.com/hc/en-us/all/articles/115013080308-How-to-estimate-the-cost-of-a-Lyft-ride,2026-06-06,not visible,help_article,"Explains how riders can estimate the cost of a ride using the in-app fare estimate before requesting. Notes that the upfront estimate may differ from the final charge due to ride conditions (route, traffic, stops, etc.). Does not provide a complete dispute policy by itself.","Use the in-app fare estimate to preview cost. Final charge may differ for stated reasons.","Estimate may differ from final charge for ride-condition reasons.","Does not commit to fare adjustments when estimate differs from final charge.","No specific support-routing on this page; pair with LY-007 for dispute path.","Yes. Final price is trip-specific.",procedural_step,"Best paired with LY-007 (Ride pricing and charges) for the full pricing-change and dispute picture.","No visible last-updated date observed."
LY-006,Lyft,pending_or_unexpected_charge,"Pending charges",https://help.lyft.com/hc/en-us/all/articles/115012926167-Pending-charges,2026-06-06,not visible,help_article,"Directly answers the 'is a pending Lyft charge an actual charge?' question. Explains that a pending transaction is a temporary authorization, not a final charge. The hold typically disappears or appears as a refund within 5–7 business days depending on the bank. Riders can check Ride history in the app to confirm whether a final charge was applied.","Wait up to 5–7 business days for the pending hold to drop off. Check Ride history in the app to confirm final charges.","Pending charge is a temporary authorization. Drop-off time is 5–7 business days depending on bank.","Pending holds may appear as a refund within 5–7 business days. Does not give universal refund timing for posted-charge refunds.","Routes to Ride history; does not give a strong 'contact support if X' path on this page.","Yes. Final outcome depends on the specific ride and the bank.",explicit_policy,"Strong source for pending-charge questions. Not the right primary source for disputed-refund timing (Q017).","No visible last-updated date observed."
LY-007,Lyft,unexpected_or_disputed_charge,"Ride pricing and charges",https://help.lyft.com/hc/en-us/all/articles/115012925707-Ride-pricing-and-charges,2026-06-06,not visible,help_article,"Rider-facing pricing article. Explains why prices can change between upfront estimate and final charge: route or destination changes, added stops, traffic, tips, tolls, demand, and ride duration. Provides a dispute path (via Ride history). Does not state explicit conditions under which Lyft will adjust the fare if the rider believes the upfront price was wrong.","Review Ride history for the specific ride. If disputing a charge, follow the in-app dispute flow.","Lists reasons for upfront/final price differences. Does not commit to fare adjustments.","Does not guarantee a fare adjustment. Dispute path provided through Ride history.","Routes to in-app dispute flow.","Yes. Final charge is ride-specific.",explicit_policy,"Strong general pricing article; pair with LY-005 for upfront-estimate context and with LY-006 for pending charges.","No visible last-updated date observed."
LY-008,Lyft,support_escalation,"Log in to contact us",https://help.lyft.com/hc/en-us/all/requests/loginprompt?ticket_form_id=724707,2026-06-06,not visible,help_form,"Login prompt page that gates Lyft contact-us submissions behind authentication. After login, riders can dispute ride charges, give feedback, and submit other requests. Acts as the entry point for Lyft support escalation rather than a standalone policy article.","Log in to access the contact form and select the relevant request type (e.g., dispute ride charge).","No policy stated. Login required to proceed.","No refund policy stated.","Login-gated support form including dispute ride charge request type.","Yes. Authenticated submission required.",support_routing,"Useful for escalation but thin without a paired pricing article (LY-007) for the full charge-dispute path.","No visible last-updated date observed."
IC-003,Instacart,missing_delivery,"Problem with your order",https://www.instacart.com/help/section/2151337978,2026-06-06,not visible,help_article,"Short summary article listing reportable order problems (missing items, incorrect items, damaged items, poor replacements, late orders) and what to expect after reporting (email confirmation for credits/refunds, refund/credit amounts vary). Explicitly states that if the order never arrived, the customer should reach out to Instacart Customer Experience.","Report a problem through the app or website. For orders that never arrived, contact Instacart Customer Experience.","Refund and credit amounts vary. Not all issues automatically qualify.","Email confirmation for credits/refunds. Refund and credit amounts vary.","States 'If your order never arrived, reach out to Instacart Customer Experience.' Routes to login for help.","Yes. Outcome depends on the order and Instacart review.",support_routing,"Useful escalation source for never-arrived orders (Q021). Pair with IC-002 for the reporting flow.","No visible last-updated date observed."
IC-004,Instacart,unexpected_or_disputed_charge,"View receipts and charges",https://www.instacart.com/help/section/866017999,2026-06-06,not visible,help_article,"Strong source for understanding charges, receipt anatomy, and refund timing. Explains how to view a receipt in app or web, what each line item means (Original Charge, Additional Charge, Adjustment Charge, Refund for order issue, Total Charged), tip adjustments, temporary authorization holds (not a final charge), refund-not-showing scenarios (same-day refunds may appear as an adjustment to the original charge; 5–10 business days for most refunds depending on financial institution), and how to dispute a charge by reporting an issue on the order.","View your receipt via app or web (Account > Orders > Receipt). Compare receipt line items to your bank statement. To dispute a charge, go to Your orders > select the order > Report an issue.","Defines receipt line items. Same-day refunds appear as adjustments. Most refunds appear within 5–10 business days depending on bank.","Refund amounts depend on the line items and reported issue. Mentions 5–10 business days for most refunds.","Provides in-order Report an issue path. Login required for further help.","Yes. Charge breakdown is order- and account-specific.",explicit_policy,"Best primary source for 'charged the wrong amount' questions. Pair with IC-005 for charges that look entirely unfamiliar.","No visible last-updated date observed."
IC-005,Instacart,unexpected_or_disputed_charge,"Unrecognized charge",https://www.instacart.com/secure_forms/unrecognized_charges,2026-06-06,not visible,help_form,"Secure form for submitting a fully unrecognized Instacart charge for review. Collects contact info, charge amount and date, card details (cardholder name, last 4 digits, card brand including PayPal/Klarna/EBT, card type, expiration, billing ZIP), and optional screenshots. Used when the charge cannot be tied to a known order or family/friend usage.","Submit the form with required charge and card details to initiate review.","No public policy text on the form itself; routes to a support review.","No refund commitment on the page.","Form-based intake; downstream Instacart Customer Experience review.","Yes. Review requires charge and card details.",support_routing,"Pair with IC-004 to differentiate 'I understand my receipt but a line is wrong' (IC-004) from 'I do not recognize this charge at all' (IC-005).","No visible last-updated date observed."
IC-006,Instacart,membership_or_subscription_charge,"Manage your Instacart+ membership",https://www.instacart.com/help/section/107169420/423178048,2026-06-06,not visible,help_article,"Comprehensive Instacart+ membership management article. Explains trial auto-enrollment into paid plans; charges may be applied up to 6 hours prior to renewal and are refundable per Instacart+ Terms. Covers updating payment method, plan changes, and cancellation steps. States that for ANNUAL members, the rider may cancel within the first 5 calendar days of the paid Instacart+ membership for a refund of the membership fee, only if they have not placed any orders using Instacart+. If canceled at any other time, no refund — but the user keeps $0 delivery fees through the end of the billing period.","Open the app or web menu, select Your Instacart+ membership, choose Cancel membership, confirm cancellation. Watch for the cancellation confirmation email.","Annual members: 5-calendar-day refund window if no orders used Instacart+ benefits. Otherwise no refund; benefits continue through billing period. Charges may apply up to 6 hours before renewal and are refundable per Terms.","Refund eligibility is explicitly conditional on annual membership, 5-day window, and no orders using Instacart+.","Login-gated 'Still need help?' path. No phone number on this article.","Yes. Refund depends on membership type, days since charge, and Instacart+ usage.",explicit_policy,"Strong source for Q024. Google AI Overview added support phone numbers and unrecognized-charge guidance beyond this article — treat as external behavior.","No visible last-updated date observed."
